Carole King,"Carol Joan Klein[1]February 9, 1942 (age 76)Manhattan, New York City, New York, U.S.",Gerry Goffin(m. 1959; div. 1968)Charles Larkey(m. 1970; div. 1976)Rick Evers(m. 1977; died 1978)Rick Sorenson(m. 1982; div. 1989)
Eartha Kitt,"Eartha Mae KeithJanuary 17, 1927North, South Carolina, U.S.",John W. McDonald(m. 1960; div. 1965)
Heidi Klum,"1 June 1973 (age 45)Bergisch Gladbach, Rheinisch-Bergischer Kreis, Cologne Bonn Region, North Rhine-Westphalia, West Germany",Ric Pipino(m. 1997; div. 2002)Seal(m. 2005; div. 2014)
Solange,"Solange Piaget KnowlesJune 24, 1986 (age 32)[1]Houston, Texas, U.S.",Daniel Smith(m. 2004; div. 2007)Alan Ferguson (m. 2014)
Jana Kramer,"Jana Rae KramerDecember 2, 1983 (age 35)Rochester Hills, Michigan, U.S.",Michael Gambino(m. 2004; div. 2004)Johnathon Schaech(m. 2010; div. 2011)Mike Caussin (m. 2015)
Nick Lachey,"Nicholas Scott LacheyNovember 9, 1973 (age 45)Harlan, Kentucky, U.S.",Jessica Simpson(m. 2002; div. 2006)Vanessa Minnillo (m. 2011)
Tim Lambesis,"Timothy Peter LambesisNovember 21, 1980 (age 38)",Meggan Lambesis (m. 2004–2012)Amanda Dubord (m. 2017)
Lana,"Catherine Joy PerryMarch 24, 1985 (age 33)Gainesville, Florida,United States",Rusev (m. 2016)
DameAngela LansburyDBE,"Angela Brigid LansburyOctober 16, 1925 (age 93)Regent's Park, London, England[1]",Richard Cromwell(m. 1945; div. 1946)Peter Shaw(m. 1949; died 2003)
Anika Larsen,"December 19, 1973 (age 45)",Freddie Maxwell (m. 2015)
Etty Lau Farrell,"Etty LauDecember 10, 1974 (age 44)Hong Kong",Perry Farrell (m. 2002)
Cyndi Lauper,"Cynthia Ann Stephanie LauperJune 22, 1953 (age 65)New York City, U.S.",David Thornton (m. 1991)
Joey Lawrence,"Joseph Lawrence Mignogna Jr.April 20, 1976 (age 42)Philadelphia, Pennsylvania, U.S.",Michelle Vella(m. 2002; div. 2005)Chandie Yawn-Nelson (m. 2005)
Adam Lazzara,"Adam Burbank LazzaraSeptember 22, 1981 (age 37)Sheffield, Alabama, U.S.",Misha Vaagen (m. 2008)
Amy Lee,"Amy Lynn LeeDecember 13, 1981 (age 37)Riverside, California, U.S.",Josh Hartzler (m. 2007)
Mela Lee,None,Dan Antunovich (m. 2017)
Nicky Lee,"November 26, 1980 (age 38)Los Angeles, California, U.S.",Akane Sōma (m. 2014)
John Legend,"John Roger StephensDecember 28, 1978 (age 39)Springfield, Ohio, U.S.",Chrissy Teigen (m. 2013)
Chyler Leigh,"Chyler Leigh PottsApril 10, 1982 (age 36)Charlotte, North Carolina, U.S.",Nathan West (m. 2002)
Janet Leigh,"Jeanette Helen MorrisonJuly 6, 1927Merced, California, U.S.",John Carlisle(m. 1942; annulled 1942) Stanley Reames(m. 1945; div. 1949) Tony Curtis(m. 1951; div. 1962) Robert Brandt (m. 1962)
Zachary Levi,"Zachary Levi PughSeptember 29, 1980 (age 38)Lake Charles, Louisiana, U.S.",Missy Peregrym(m. 2014; div. 2015)
Adam Levine,"Adam Noah LevineMarch 18, 1979 (age 39)Los Angeles, California, U.S.",Behati Prinsloo (m. 2014)
Juliette Lewis,"June 21, 1973 (age 45)Los Angeles, California, U.S.",Steve Berra(m. 1999; div. 2003)
Lil Wayne,"Dwayne Michael Carter Jr.September 27, 1982 (age 36)New Orleans, Louisiana, U.S.",Toya Johnson(m. 2004; div. 2006)
Zoe Lister-Jones,"September 1, 1982 (age 36)Brooklyn, New York City, New York, U.S.",Daryl Wein (m. 2013)
Brian Littrell,"Brian Thomas LittrellFebruary 20, 1975 (age 43)Lexington, Kentucky, U.S.",Leighanne Wallace (m. 2000)
Nikko London,"Londell SmithAugust 14, 1975 (age 43)Brooklyn, New York, U.S.",Margeaux Simms (m. 2007)[1]
Jennifer Lopez,"Jennifer Lynn LopezJuly 24, 1969 (age 49)New York City, New York, U.S.",Ojani Noa(m. 1997; div. 1998) Cris Judd(m. 2001; div. 2003) Marc Anthony(m. 2004; div. 2014)
Traci Lords,"Nora Louise KuzmaMay 7, 1968 (age 50)Steubenville, Ohio, U.S.",Brook Yeaton(m. 1990; div. 1995) Ryan Granger(m. 1999; div. 2000) Jeff Gruenewald (m. 2002)
Nick Loren,"Nick LorenDecember 14, 1970 (age 48)San Diego, CA, U.S.",Denise Loren (m. 2000) 3 children
Courtney Love,"Courtney Michelle HarrisonJuly 9, 1964 (age 54)San Francisco, California, U.S.",James Moreland(m. 1989; annulled 1989)Kurt Cobain(m. 1992; his death 1994)
John Patrick Lowrie,"June 28, 1952 (age 66)Honolulu, Hawaii, United States",Ellen McLain (m. 1986)
Olivia Lufkin,"December 9, 1979 (age 39)[1]Naha, Okinawa Prefecture, Japan",Owen Vallis (m. 2012)
Lorna Luft,"November 21, 1952 (age 66)Santa Monica, California, U.S.",Jake Hooker(m. 1977; div. 1993)Colin Freeman (m. 1996)
Rebecca Luker,"April 17, 1961 (age 57)Helena, Alabama, U.S.",Danny Burstein (m. 2000)
Diane Macedo,"Diane Reis MacedoFebruary 28, 1982 (age 36)Mineola, New York, U.S.",Thomas Morgan (m. 2013)
Rachael MacFarlane,"Rachael Ann MacFarlaneMarch 21, 1976 (age 42)Kent, Connecticut, U.S.",Spencer Laudiero (m. 2008)
Shirley MacLaine,"Shirley MacLean BeatyApril 24, 1934 (age 84)Richmond, Virginia, U.S.",Steve Parker(m. 1954; div. 1982)
Madonna,"Madonna Louise CicconeAugust 16, 1958 (age 60)Bay City, Michigan, U.S.",Sean Penn(m. 1985; div. 1989) Guy Ritchie(m. 2000; div. 2008)
Beth Malone,"Elizabeth Ann MaloneJanuary 2, 1969 (age 49)Auburn, Nebraska, U.S.",Rochelle Schoppert
Barbara Mandrell,"Barbara Ann MandrellDecember 25, 1948 (age 70)Houston, Texas, U.S.",Ken Dudney (m. 1967)
David Mann Sr.,"David Anthony MannAugust 7, 1966 (age 52)Fort Worth, Texas, USA",Tamela Mann (m. 1988)
Tamela Mann,"Tamela Jean JohnsonJune 9, 1966 (age 52)Fort Worth, Texas, U.S.",David Mann Sr. (m. 1988)
Margeaux,"Margo Elaine SimmsAugust 3, 1985 (age 33)Toronto, Ontario, Canada",Nikko London (m. 2007)
James Marsden,"James Paul MarsdenSeptember 18, 1973 (age 45)Stillwater, Oklahoma, U.S.",Lisa Linde(m. 2000; div. 2011)
Vanessa Marshall,"October 19, 1969 (age 49)New York City, New York, U.S.",Andrew Kishino (m. 2001–2007)
Meaghan Martin,"Meaghan Jette MartinFebruary 17, 1992 (age 26)Fallon, Nevada, U.S.",Oli Higginson (m. 2016)
Ricky Martin,"Enrique Martín MoralesDecember 24, 1971 (age 47)San Juan, Puerto Rico",Jwan Yosef (m. 2017)
Jayma Mays,"Jamia Suzette MaysJuly 16, 1979 (age 39)Bristol, Tennessee, U.S.",Adam Campbell (m. 2007)
Meredith McCoy,"Meredith Rae ThompsonAugust 11, 1980 (age 38)Fort Worth, Texas, U.S.",Michael Mauldin (2005 - present)
Reba McEntire,"Reba Nell McEntireMarch 28, 1955 (age 63)McAlester, Oklahoma, U.S.",Charlie Battles(m. 1976; div. 1987)Narvel Blackstock(m. 1989; div. 2015)
Mary Elizabeth McGlynn,None,Daran Norris(m. 1988; div. 2012)
Ellen McLain,"December 1, 1952 (age 66)Nashville, Tennessee, U.S.",John Patrick Lowrie (m. 1986)
A.J. McLean,"Alexander James McLeanJanuary 9, 1978 (age 40)West Palm Beach, Florida, U.S.",Rochelle Karidis (m. 2011)
Julie McNiven,"Julie Elizabeth McNivenOctober 11, 1980 (age 38)Amherst, Massachusetts, U.S.",Michael Blackman Beck (m. 2010)
Leighton Meester,"Leighton Marissa MeesterApril 9, 1986 (age 32)Fort Worth, Texas, U.S.",Adam Brody (m. 2014)
Joelma,"Joelma da Silva MendesJune 22, 1974 (age 44)Almeirim, Pará, Brazil",Ximbinha(m. 1999; div. 2015)
Idina Menzel,"Idina Kim MentzelMay 30, 1971 (age 47)Queens, New York, U.S.",Taye Diggs(m. 2003; div. 2014)Aaron Lohr (m. 2017)
Aly Michalka,"Alyson Renae MichalkaMarch 25, 1989 (age 29)Torrance, California, U.S.",Stephen Ringer (m. 2015)
Bette Midler,"December 1, 1945 (age 73)Honolulu, Territory of Hawaii",Martin von Haselberg (m. 1984)
Miguel,"Miguel Jontel PimentelOctober 23, 1985 (age 33)[1]San Pedro, Los Angeles, U.S.[2]",Nazanin Mandi (m. 2018)
Alyssa Milano,"Alyssa Jayne MilanoDecember 19, 1972 (age 46)Brooklyn, New York, U.S.",Cinjun Tate(m. 1999; div. 2000)David Bugliari (m. 2009)
Christina Milian,"Christine FloresSeptember 26, 1981 (age 37)Jersey City, New Jersey, U.S.",The-Dream(m. 2009; div. 2011)
Lesley Miller,"Lesley MillerApril 18, 1943 (age 75)Baltimore, Maryland, US",Alan Lorber(m. 1966; div. 1972)
Stephanie Mills,"Stephanie Dorthea MillsMarch 22, 1957 (age 61)[1]Brooklyn, New York, U.S.",Jeffrey Daniel(m. 1980; div. 1983)[2][3][4]Dino Meminger(m. 1989; div. 1991)[5][6]Michael Saunders(m. 1993; div. 2001)[7][8]
Liza Minnelli,"Liza May MinnelliMarch 12, 1946 (age 72)Hollywood, California, United States",Peter Allen(m. 1967; div. 1974)Jack Haley Jr.(m. 1974; div. 1979)Mark Gero(m. 1979; div. 1992)David Gest(m. 2002; div. 2007)
Miss Fame,"Kurtis Dam-MikkelsenMarch 30, 1985 (age 33)[citation needed]Templeton, California, United States",Patrick Berschy
Beverley Mitchell,"Beverley Ann MitchellJanuary 22, 1981 (age 37)Arcadia, California, U.S.",Michael Cameron (m. 2008)
Lil' Mo,"Cynthia Karen Loving[1]November 19, 1978 (age 40)[2]Long Island, New York, U.S.",Al Stone(m. 2001; div. 2007)Philip Bryant(m. 2008; div. 2014)Karl Dargan (m. 2014)
Melissa Molinaro,"Melissa Ann SmithJune 4, 1982 (age 36)Whitby, Ontario, Canada",Bryan Kowalski (m. 2016)
Monica,"Monica Denise ArnoldOctober 24, 1980 (age 38)[1]Atlanta, Georgia, U.S.",Shannon Brown (m. 2010)
Heidi Pratt,"Heidi Blair MontagSeptember 15, 1986 (age 32)Crested Butte, Colorado, U.S.",Spencer Pratt (m. 2008)
Anthony Montgomery,"Anthony Dwayne MontgomeryJune 2, 1971 (age 47)Indianapolis, Indiana, U.S.","Adrienne Montgomery, m.2007; div.????"
Chanté Moore,"Chanté Torrane MooreFebruary 17, 1967 (age 51)San Francisco, California, U.S.",Kadeem Hardison(m. 1997–2000; divorced)Kenny Lattimore(m. 2002-2011; divorced)
Mandy Moore,"Amanda Leigh MooreApril 10, 1984 (age 34)Nashua, New Hampshire, U.S.",Ryan Adams(m. 2009; div. 2016)Taylor Goldsmith (m. 2018)
Melba Moore,"Beatrice Melba Hill[1]October 29, 1945 (age 73)New York City, New York, U.S.",Charles Huggins (m. 1975–1991)
Alanis Morissette,"Alanis Nadine MorissetteJune 1, 1974 (age 44)Ottawa, Ontario, Canada",Mario Treadway (m. 2010)
Heather Morris,"Heather Elizabeth MorrisFebruary 1, 1987 (age 31)Ventura County, California, U.S.",Taylor Hubbell (m. 2015)
Mark Mothersbaugh,"Mark Allen MothersbaughMay 18, 1950 (age 68)Akron, Ohio, U.S.",Nancye Ferguson (m.; divorced) Anita Greenspan (m.)
Jason Mraz,"Jason Thomas MrazJune 23, 1977 (age 41)Mechanicsville, Virginia, U.S.",Christina Carano (m. 2015)
Marcus Mumford,"Marcus Oliver Johnstone MumfordJanuary 31, 1987 (age 31)Yorba Linda, California, U.S.",Carey Mulligan (m. 2012)
Patrice Munsel,"Patrice Beverly MunsilMay 14, 1925Spokane, Washington, U.S.",Robert Schuler(m. 1952; died 2007)
Patti Murin,"September 28, 1980 (age 38)Hopewell Junction, New York",Colin Donnell (m. 2015)
Kacey Musgraves,"Kacey Lee MusgravesAugust 21, 1988 (age 30)Golden, Texas, U.S.",Ruston Kelly (m. 2017)
Jim Nabors,"James Thurston NaborsJune 12, 1930Sylacauga, Alabama, U.S.",Stan Cadwallader (m. 2013)
Naked Cowboy,"Robert John BurckDecember 23, 1971 (age 47)Cincinnati, Ohio, U.S.","Patricia Cruz Burck, The Naked Cowgirl"
Anthony Neely,"May 20, 1986 (age 32)Millbrae, California, U.S.",Vivi Lee (m. 2010)
Tyka Nelson,"Tyka Evene NelsonMay 18, 1960 (age 58)Minneapolis, Minnesota, United States",Maurice Phillips
Emily Neves,"Emily Marie NevesConroe, Texas, U.S.",Andrew Love(m. 2011; div. 2014)[2][3]
Phyllis Newman,"March 19, 1933 (age 85)Jersey City, New Jersey, U.S.",Adolph Green(m. 1960; died 2002)
Joanna Newsom,"Joanna Caroline NewsomJanuary 18, 1982 (age 36)Nevada City, California, U.S.",Andy Samberg (m. 2013)
Ne-Yo,"Shaffer Chimere SmithOctober 18, 1979 (age 39)[1]Camden, Arkansas, U.S.",Crystal Renay Williams (m. 2016)
Thomas Ian Nicholas,"July 10, 1980 (age 38)Las Vegas, Nevada, U.S.",Colette Marino (m. 2007)
Stevie Nicks,"Stephanie Lynn NicksMay 26, 1948 (age 70)Phoenix, Arizona, U.S.",Kim Anderson(m. 1983; div. 1983)
Nivea,"Nivea B. HamiltonMarch 24, 1982 (age 36)Atlanta, Georgia, U.S.",The-Dream(m. 2004; div. 2008)
Cheryl Moana Marie Nunes,"May 17, 1971 (age 47)Hillsboro, Oregon, U.S.",Antonio Sabàto Jr.(m. 2012; div. 2016)
Kelli O'Hara,"April 16, 1976 (age 42)Elk City, Oklahoma, U.S.",Greg Naughton (m. 2007)
Paige O'Hara,"Donna Paige HelmintollerMay 10, 1956 (age 62)Fort Lauderdale, Florida, U.S.",Michael Piontek (m. 1995)
America Olivo,"America Athene OlivoJanuary 5, 1978 (age 40)Van Nuys, California, U.S.",Christian Campbell (m. 2009)
Martin O'Malley,"Martin Joseph O'MalleyJanuary 18, 1963 (age 55)Washington, D.C., U.S.",Katie Curran (m. 1990)
Shalim Ortiz,"February 26, 1979 (age 39)San Juan, Puerto Rico",Leslie Ann Machado (m. 2008)
"Sunny Ozell, Lady Stewart","December 23, 1978 (age 40)Reno, Nevada, U.S.",Sir Patrick Stewart (m. 2013)
Brina Palencia,"Brina Michelle PalenciaFebruary 13, 1984 (age 34)[1][2]Oklahoma, U.S.[2]",Paul Wingo[4][5]
Aleksa Palladino,"September 21, 1980 (age 38)New York City, New York, U.S.",Devon Church (m. 2003)
Gwyneth Paltrow,"Gwyneth Kate PaltrowSeptember 27, 1972 (age 46)Los Angeles, California, U.S.",Chris Martin(m. 2003; div. 2016) Brad Falchuk (m. 2018)
Nate Parker,"November 18, 1979 (age 39)Norfolk, Virginia, United States",Sarah DiSanto (m. 2007)
Trey Parker,"Randolph Severn Parker IIIOctober 19, 1969 (age 49)Conifer, Colorado, U.S.",Emma Sugiyama(div. 2008)Boogie Tillmon
Hunter Parrish,"Hunter Parrish TharpMay 13, 1987 (age 31)Richmond, Virginia, U.S.",Kathryn Wahl (m. 2015)
Janel Parrish,"Janel Meilani ParrishOctober 30, 1988 (age 30)Honolulu, Hawaii, U.S.",Chris Long (m. 2018)
Dolly Parton,"Dolly Rebecca PartonJanuary 19, 1946 (age 72)Sevierville, Tennessee, U.S.",Carl Dean (m. 1966)
Steven Pasquale,"November 18, 1976 (age 42)Hershey, Pennsylvania, U.S.",Laura Benanti(m. 2007; div. 2013)Phillipa Soo (m. 2017)
Freda Payne,"Freda Charcilia PayneSeptember 19, 1942 (age 76)Detroit, Michigan, U.S.",Gregory Abbott(m. 1976; div. 1979)
The ReverendCarlton Pearson,"Carlton D'metrius PearsonMarch 19, 1953 (age 65)San Diego, California, US",Gena Marie Gauthier (m. 1993)
Nia Peeples,"Virenia Gwendolyn PeeplesDecember 10, 1961 (age 57)Hollywood, California, U.S.",Guy Ecker(m. 1984; div. 1986)Howard Hewett(m. 1989; div. 1993)Lauro Chartrand(m. 1997; div. 2004)Sam George(m. 2004; div. 2015)
Carlos PenaVega,"Carlos Roberto Pena Jr.August 15, 1989 (age 29)Columbia, Missouri, U.S.[1]",Alexa Vega (m. 2014)
Katy Perry,"Katheryn Elizabeth HudsonOctober 25, 1984 (age 34)Santa Barbara, California, U.S.",Russell Brand(m. 2010; div. 2012)
Tom Petty,"Thomas Earl PettyOctober 20, 1950Gainesville, Florida, U.S.",Jane Benyo(m. 1974; div. 1996)Dana York(m. 2001; his death 2017)
Bijou Phillips,"Bijou Lilly PhillipsApril 1, 1980 (age 38)Greenwich, Connecticut, U.S.",Danny Masterson (m. 2011)
Rain Phoenix,"Rain Joan of ArcNovember 21, 1972 (age 46)Crockett, Texas, U.S.",Michael Tubbs(m. 2003; div. 2008)
Sasha Pieterse-Sheaffer,"February 17, 1996 (age 22)Johannesburg, Gauteng, South Africa",Hudson Sheaffer (m. 2018)
Pink,"Alecia Beth MooreSeptember 8, 1979 (age 39)Doylestown, Pennsylvania, U.S.",Carey Hart (m. 2006)
Jada Pinkett Smith,"Jada Koren PinkettSeptember 18, 1971 (age 47)Baltimore, Maryland, U.S.",Will Smith (m. 1997)
Rachel Platten,"Rachel Ashley PlattenMay 20, 1981 (age 37)New York City, New York, U.S.",Kevin Lazan (m. 2010)
Iggy Pop,"James Newell Osterberg Jr.April 21, 1947 (age 71)Muskegon, Michigan, United States",Wendy Weissberg(m. 1968; annulled 1968)Suchi Asano(m. 1984; div. 1999)Nina Alu (m. 2008)
Alisan Porter,"Alisan Leigh PorterJune 20, 1981 (age 37)Worcester, Massachusetts, U.S.",Brian Autenrieth (m. 2012; div. 2017)
Billy Porter,"September 21, 1969 (age 49)Pittsburgh, Pennsylvania, U.S.",Adam Smith (m. 2017)
Lisa Marie Presley,"February 1, 1968 (age 50)Memphis, Tennessee, U.S.",Danny Keough(m. 1988; div. 1994)Michael Jackson(m. 1994; div. 1996)Nicolas Cage(m. 2002; div. 2004)Michael Lockwood(m. 2006; separated 2016)
Lindsay Price Stone,"Lindsay Jaylyn PriceDecember 6, 1976 (age 42)Arcadia, California, U.S.[1]",Shawn Piller(m. 2004; div. 2007)Curtis Stone (m. 2013)
Prince,"Prince Rogers NelsonJune 7, 1958Minneapolis, Minnesota, U.S.",Mayte Garcia(m. 1996; div. 2000)Manuela Testolini(m. 2001; div. 2006)
Bobby Pulido,"Jose Roberto Pulido Jr.April 25, 1973 (age 45)Edinburg, Texas, U.S.",Eliza Anzaldua(m. 1996; div. 2013)
Rob Quist,"Robert Ernest QuistJanuary 5, 1948 (age 70)Cut Bank, Montana, U.S.",Bonni Willows (m. 1979)
Rome Ramirez,"Roman Rene RamirezJune 11, 1988 (age 30)Fremont, California, United States",Taylor Faye Ramirez Musical career
Della Reese,"Delloreese Patricia EarlyJuly 6, 1931Detroit, Michigan, U.S.",Vermont Taliaferro(m. 1952; div. 1958)Leroy Basil Gray(m. 1959; div. 1961)Mercer Ellington(m. 1961; ann. 1961)Franklin Lett Jr. (m. 1983–2017)
Dana Reeve,"Dana Charles MorosiniMarch 17, 1961Teaneck, New Jersey, U.S.",Christopher Reeve(m. 1992; died 2004)
Rafael Reyes,None,Kat Von D (m. 2018)
Dan Reynolds,"Daniel Coulter ReynoldsJuly 14, 1987 (age 31)Las Vegas, Nevada, U.S.",Aja Volkman (m. 2011)[1]
Jenifer Rice-Genzuk,"Jenifer Sara Rice-Genzuk1978[1]California, United States[1]",Jerome Henry
Ariana Richards,"Ariana Clarice RichardsSeptember 11, 1979 (age 39)Healdsburg, California, U.S.",Mark Aaron Bolton (m. 2013)
Kevin Richardson,"Kevin Scott RichardsonOctober 3, 1971 (age 47)Estill, Kentucky, U.S.",Kristin Willits (m. 2000)
Lisa Rieffel,"January 12, 1975 (age 43)Denville, New Jersey, U.S.",Johnny Dunn
Jenni Rivera,"Dolores Janney Rivera SaavedraJuly 2, 1969Long Beach, California, U.S.",José Trinidad Marín(m. 1984; div. 1992)Juan López(m. 1997; div. 2003)Esteban Loaiza (m. 2010)
Naya Rivera,"Naya Marie RiveraJanuary 12, 1987 (age 31)Santa Clarita, California, U.S.",Ryan Dorsey(m. 2014; div. 2018)
Christy Carlson Romano,"March 20, 1984 (age 34)[a]Milford, Connecticut, U.S.",Brendan Rooney (m. 2013)
Rose Marie,"Rose Marie MazzettaAugust 15, 1923New York City, U.S.",Bobby Guy(m. 1946; his death 1964)
Alyson Leigh Rosenfeld,"March 21, 1987 (age 31)[1]",James Clark (m. 2017)[2]
Gerry Rosenthal,"Gerald Raymond Rosenthal[1]September 2, 1980 (age 38)United States",Megan McGrath (2013-present)[3]
Diana Ross,"Diana Ernestine Earle RossMarch 26, 1944 (age 74)Detroit, Michigan, U.S.","Robert Ellis Silberstein(m. 1971; div. 1977)Arne Næss, Jr.(m. 1986; div. 2000)"
Emmy Rossum,"Emmanuelle Grey RossumSeptember 12, 1986 (age 32)New York City, New York, U.S.",Justin Siegel(m. 2008; div. 2010) Sam Esmail (m. 2017)
Kelly Rowland,"Kelendria Trene RowlandFebruary 11, 1981 (age 37)Atlanta, Georgia, U.S.",Tim Weatherspoon (m. 2014)
Claudio Sanchez,"Claudio Paul Sanchez IIIMarch 12, 1978 (age 40)Suffern, New York, United States[1]",Chondra Echert (m. 2009)
Roselyn Sánchez,"Roselyn Milagros Sánchez RodríguezApril 2, 1973 (age 45)San Juan, Puerto Rico",Gary Stretch(m. 1998; div. 2001) Eric Winter (m. 2008)
Mark Saul,"Mark Adam SaulJune 20, 1985 (age 33)Los Angeles, California, U.S.",Ilana Berger (m. 2012)
Marnie Schulenburg,"Cape Cod, Massachusetts",Zack Robidas
Amanda Seyfried,"Amanda Michelle SeyfriedDecember 3, 1985 (age 33)Allentown, Pennsylvania, U.S.",Thomas Sadoski (m. 2017)
George Beverly Shea,"February 1, 1909Winchester, Ontario, Canada",Erma L. Scharfe(m. 1934; died 1976)Karlene Aceto (m. 1985–2013)
Mike Shinoda,"Michael Kenji ShinodaFebruary 11, 1977 (age 41)Panorama City, California, U.S.",Anna Hillinger (m. 2003)
Drew Sidora,"Drew Sidora JordanMay 1, 1985 (age 33)Chicago, Illinois, U.S.",Ralph Pittman (2014–present)
Jamie-Lynn Sigler,"May 15, 1981 (age 37)Jericho, New York, U.S.",A. J. DiScala(m. 2003; div. 2006)Cutter Dykstra (m. 2016)
Carly Simon,"Carly Elisabeth SimonJune 25, 1945 (age 73)The Bronx, New York City, New York, U.S.",James Taylor(m. 1972; div. 1983)James Hart(m. 1987; div. 2007)
Ashlee Simpson,"Ashley Nicolle Simpson[1][2]October 3, 1984 (age 34)Waco, Texas, U.S.",Pete Wentz(m. 2008; div. 2011)Evan Ross (m. 2014)
Jessica Simpson,"Jessica Ann SimpsonJuly 10, 1980 (age 38)Abilene, Texas, U.S.",Nick Lachey(m. 2002; div. 2006)Eric Johnson (m. 2014)
Jenny Slate,"Jenny Sarah SlateMarch 25, 1982 (age 36)Milton, Massachusetts, U.S.",Dean Fleischer-Camp(m. 2012; sep. 2016)[1]
Allison Smith,"December 9, 1969 (age 49)Manhattan, New York, U.S.",Randall Grimmett (m. 2001)
Will Smith,"Willard Carroll Smith Jr.September 25, 1968 (age 50)[1]Philadelphia, Pennsylvania, U.S.",Sheree Zampino(m. 1992; div. 1995)Jada Pinkett (m. 1997)
Phillipa Soo,"May 31, 1990 (age 28)[1]Libertyville, Illinois, U.S.",Steven Pasquale (m. 2017)
Amy Spanger,"August 24, 1971 (age 47)Newbury, Massachusetts, U.S.",Michael C. Hall(m. 2002; div. 2007)Brian Shepard (m. 2011)
Britney Spears,"Britney Jean SpearsDecember 2, 1981 (age 37)McComb, Mississippi, U.S.",Jason Allen Alexander(m. 2004; ann. 2004) Kevin Federline(m. 2004; div. 2007)
Jamie Lynn Spears,"Jamie Lynn Marie Spears[1]April 4, 1991 (age 27)[2]McComb, Mississippi, U.S.",Jamie Watson (m. 2014)
Bruce Springsteen,"Bruce Frederick Joseph SpringsteenSeptember 23, 1949 (age 69)Long Branch, New Jersey, U.S.",Julianne Phillips(m. 1985; div. 1989)Patti Scialfa (m. 1991)
Gwen Stefani,"Gwen Renée StefaniOctober 3, 1969 (age 49)[1]Fullerton, California, US",Gavin Rossdale(m. 2002; div. 2016)
Stevie J,"Steven Aaron JordanNovember 2, 1971 (age 47)Buffalo, New York, U.S.",Faith Evans (m. 2018)
Courtney Stodden,"Courtney Alexis StoddenAugust 29, 1994 (age 24)Tacoma, Washington, U.S.",Doug Hutchison(m. 2011; div. 2018)
Matt Stone,"Matthew Richard StoneMay 26, 1971 (age 47)Houston, Texas, U.S.",Angela Howard (m. 2008)
Steven Strait,"March 23, 1986 (age 32)New York City, New York, U.S.",Lynn Collins (2007-2013)
Barbra Streisand,"Barbara Joan StreisandApril 24, 1942 (age 76)New York City, U.S.",Elliott Gould(m. 1963; div. 1971)James Brolin (m. 1998)
Patrick Stump,"Patrick Martin StumphApril 27, 1984 (age 34)Evanston, Illinois, U.S.",Elisa Yao (m. 2012)
Amanda Sudano,"Amanda Grace SudanoAugust 11, 1982 (age 36)Los Angeles, California, U.S.",Abner Ramirez
Brooklyn Sudano,"January 5, 1981 (age 37)Los Angeles, California, U.S.",Mike McGlafin (m. 2006)
Nedra Talley,"January 27, 1946 (age 72)",Scott Ross (m. 1967)
Katelyn Tarver,"November 2, 1989 (age 29)Glennville, Georgia, U.S.",David Blaise (m. 2014)
James Taylor,"James Vernon TaylorMarch 12, 1948 (age 70)Boston, Massachusetts, U.S.","Carly Simon(m. 1972; div. 1983)Kathryn Walker(m. 1985; div. 1995)Caroline ""Kim"" Smedvig (m. 2001)"
Thalía,"Ariadna Thalía Sodi Miranda26 August 1971 (age 47)Mexico City, Mexico",Tommy Mottola (m. 2000)
Robin Thicke,"Robin Charles ThickeMarch 10, 1977 (age 41)Los Angeles, California, U.S.",Paula Patton(m. 2005; div. 2015)
Billy Bob Thornton,"William Robert ThorntonAugust 4, 1955 (age 63)Hot Springs, Arkansas, U.S.",Melissa Lee Gatlin(m. 1978; div. 1980)Toni Lawrence(m. 1986; div. 1988)Cynda Williams(m. 1990; div. 1992)Pietra Dawn Cherniak(m. 1993; div. 1997)Angelina Jolie(m. 2000; div. 2003)Connie Angland (m. 2014)
Tiffany Thornton,"Tiffany Dawn ThorntonFebruary 14, 1986 (age 32)College Station, Texas, U.S.",Chris Carney(m. 2011; his death 2015)Josiah Capaci (m. 2017)
Justin Timberlake,"Justin Randall TimberlakeJanuary 31, 1981 (age 37)Memphis, Tennessee, U.S.",Jessica Biel (m. 2012)
Ashley Tisdale,"Ashley Michelle TisdaleJuly 2, 1985 (age 33)Monmouth County, New Jersey, U.S.",Christopher French (m. 2014)
Erin Torpey,"Erin Catherine TorpeyFebruary 14, 1981 (age 37)Doylestown, Pennsylvania, U.S.",Hamilton Von Watts (m. 2009)
Meghan Trainor,"Meghan Elizabeth TrainorDecember 22, 1993 (age 25)Nantucket, Massachusetts, U.S.",Daryl Sabara (m. 2018)
Sam Tsui,"Samuel TsuiMay 2, 1989 (age 29)[1]Blue Bell, Pennsylvania",Casey Breves (m. 2016)
Tina Turner,"Anna Mae BullockNovember 26, 1939 (age 79)Nutbush, Tennessee, U.S.",Ike Turner(m. 1962; div. 1978)Erwin Bach (m. 2013)
Steven Tyler,"Steven Victor TallaricoMarch 26, 1948 (age 70)Manhattan, New York, U.S.",Cyrinda Foxe(m. 1978; div. 1987)Teresa Barrick(m. 1988; div. 2006)
Brendon Urie,"Brendon Boyd UrieApril 12, 1987 (age 31)St. George, Utah, U.S.",Sarah Orzechowski (m. 2013)
