Karl Brabenec,"July 12, 1979 (age 39) [2]Manhasset, New York",Republican,Jessica Ebbecke (2005–2009)
Roger Brabrandt,"December 3, 1946 (age 72)Granville, North Dakota",Republican,Juell
Bert Brackett,"October 17, 1944 (age 74)Twin Falls, Idaho",Republican,Paula
Randolph Bracy,"Randolph Bracy IIIApril 23, 1977 (age 41)Jacksonville, Florida",Democratic,Alfrea Moore Bracy
John Bradford,"February 2, 1951 (age 67)",Republican,Donna M. Cote
John R. Bradford III,"John Ray Bradford IIISeptember 9, 1974 (age 44)South Carolina, U.S.",Republican,Shea Hedinger
Matthew Bradford,"May 23, 1975 (age 42)West Chester, Pennsylvania",Democratic,Renee Bradford
David Bradley,"November 13, 1952 (age 66)Seattle, Washington",Democratic,Debra D'Amore
Jeb Bradley,"October 20, 1952 (age 66)Rumford, Maine, U.S.",Republican,Barbara Bradley
John Bradley,"May 10, 1971 (age 47)Harrisburg, Illinois, U.S.",Democratic,Michelle Bradley
Richard T. Bradley,"May 18, 1955 (age 63)Chicago, Illinois",Democratic,Cynthia Santos
Bill Brady,"May 15, 1961 (age 57)Bloomington, Illinois, U.S.",Republican,Nancy Brady
Bob Brady,"April 7, 1945 (age 73)Philadelphia, Pennsylvania, U.S.",Democratic,EllenDebra
Dan Brady,"July 4, 1961 (age 57)Bloomington, Illinois, U.S.",Republican,Teri
Kevin Brady,"Kevin Patrick BradyApril 11, 1955 (age 63)Vermillion, South Dakota, U.S.",Republican,Cathy Brady
"Kenneth Wayne ""Ken"" Bragg","August 7, 1950 (age 68)Port Arthur, Texas",Republican,Beverly J. Bragg
Bruce Braley,"Bruce Lowell BraleyOctober 30, 1957 (age 61)Grinnell, Iowa, U.S.",Democratic,Carolyn Braley
Curtis S. Bramble,"Chicago, Illinois",Republican,Susan
Jon Bramnick,"February 24, 1953 (age 65)Plainfield, New Jersey, U.S.",Republican,Patricia Brentano (1981–present)
Dan H. Branch,"March 5, 1958 (age 60)Montreal, Quebec, Canada",Republican,Stacey Branch
Jeff Brand,None,Democratic–Farmer–Labor,Genevieve
Lee Brand,"April 5, 1949 (age 69)The Dalles, Oregon, U.S.",Republican,Trish Brand (m. 1980)
Janel Brandtjen,"Wisconsin, U.S.",Republican,Rick Brandtjen ()
Darrel Branhagen,"October 23, 1949 (age 69)Decorah, Iowa, U.S.",Republican,Betty
Chuck Brannan,"February 1, 1962 (age 56)",Republican,Lorelie Brannan
Jenifer Branning,"Jenifer Ann BurrageMarch 13, 1979 (age 39)Neshoba Co., Mississippi, U.S.",Republican,Chancy Branning
David Lawdon Branscum,"1958Marshall, Searcy CountyArkansas, USA",Republican,Judith Ann Branscum (married 1982)
Terry Branstad,"Terry Edward BranstadNovember 17, 1946 (age 72)Leland, Iowa, U.S.",Republican,Christine Johnson (m. 1972)
Chris Brase,"1962 (age 55–56)Donahue, Iowa",Democratic,Donna
Dave Brat,"David Alan BratJuly 27, 1964 (age 54)Detroit, Michigan, U.S.",Republican,Laura Sonderman (m. 1996)
Liz Brater,"April 12, 1951 (age 67)Boston, Massachusetts",Democratic,Enoch Brater
Rich Brauer,"July 14, 1954 (age 64)Springfield, Illinois",Republican,Nesa (m. 1981)
Harry Braun,"Harry William Braun IIINovember 6, 1948 (age 70)Compton, California, U.S.",Democratic,Dorothy L. Braun
John E. Braun,"January 16, 1967 (age 51)",Republican,Marlo A. Braun
Van Braxton,None,Democratic,Sandra
Rod Bray,"1969 (age 48–49)Martinsville, Indiana, U.S.",Republican,Kelly
Oscar Braynon,"February 1, 1977 (age 41)Corpus Christi, Texas, U.S.",Democratic,Melissa
John Breaux,"John Berlinger BreauxMarch 1, 1944 (age 74)Crowley, Louisiana, U.S.",Democratic,Lois Daigle
Josh Brecheen,"June 19, 1979 (age 39)Ada, Oklahoma",Republican,Kacie
Ardell Brede,"June 23, 1939 (age 79)Austin, Minnesota, U.S",Independent,Judy Brede
Phil Bredesen,"Philip Norman Bredesen Jr.November 21, 1943 (age 75)Oceanport, New Jersey, U.S.",Democratic,Susan Cleaves(m. 1968; div. 1974)Andrea Conte (m. 1974)
Catherine Breen,None,Democrat,Jay
Peter Breen,None,Republican,Margie
Michael Breitbach,"1956Manchester, Iowa",Republican,Theresa
John C. Brenden,1941,Republican,Carol
Michael Brennan,"1953 (age 64–65)Portland, Maine, U.S.",Democratic,Joan Martay[1]
Andrew O. Brenner,"January 14, 1971 (age 47)Columbus, Ohio",Republican,Sara Marie Brenner
Roger M. Breske,"November 8, 1938Elderon, Wisconsin",Democratic,Karen
Neil Breslin,"June 9, 1942 (age 76)Albany, New York",Democratic,Ellen
Jim Bridenstine,"James Frederick BridenstineJune 15, 1975 (age 43)Ann Arbor, Michigan, U.S.",Republican,Michelle Ivory (m. 2004)
Benjamin D. Bridges Sr.,"August 30, 1940 (age 78)",Republican,Jeanie Bridges
Jeff Bridges,None,Democratic,AnnMarie Bridges
Tim Briggs,"January 3, 1970 (age 48)Norristown, Pennsylvania",Democratic,Robyn Traverso Briggs
Bobby Bright,"July 21, 1952 (age 66)Midland City, Alabama, U.S.",Independent (before 2008)Democratic (2008–2018)Republican (2018–present),Lynn Clardy
Lee Bright,"March 21, 1970 (age 48)Greer, South Carolina, U.S.",Republican,Amy Bright
David Briley,"Clifton David BrileyJanuary 8, 1964 (age 54)Nashville, Tennessee, U.S.",Democratic,Jodie Bell
Anthony Brindisi,"Anthony Joseph Brindisi[1]November 22, 1978 (age 40)Utica, New York, U.S.",Democratic,Erica McGovern
Holly Brink,"Holly Ann HynickJuly 18, 1982 (age 36)Keokuk County, Iowa, U.S.",Republican,Adam Brink
Robert H. Brink,"November 27, 1946 (age 72)Chicago, Illinois, U.S.",Democratic,Deborah Harrison Schanck (divorced)
Winnie Brinks,"February 17, 1968Mount Vernon, Washington",Democratic,Steve
Joel Briscoe,None,Democratic,Christine
Ronald Brisé,"June 12, 1974 (age 44)Port-au-Prince, Haiti.",Democratic,Jo An S. Brisé
Monica Bristow,None,Democratic,Melvin
Mark Brnovich,"November 25, 1966 (age 52)Detroit, Michigan, U.S.",Republican,Susan Skibba
Mary Broadaway,None,Democratic,Brad
SenatorAndrew C. Brock,"April 9, 1974 (age 44)Davie County, North Carolina",Republican,Andrea
Laura Brod,"December 11, 1971 (age 47)New Prague, Minnesota, U.S.",Republican,none
John Broden,"May 31, 1965 (age 53)South Bend, Indiana",Democratic,Josephine Marie Maternowski Broden
Randy Brogdon,"Randall C. BrogdonJune 17, 1953 (age 65)Ardmore, Oklahoma, U.S.",Republican,Donna Brogdon
Luke Bronin,"Luke Aaron BroninJune 30, 1979 (age 39)Port Chester, New York, U.S.",Democratic,Sarah Galvan (m. 2007)
Michael Brooks-Jimenez,"Michael Brooks-Jimenez1969/1970 (age 48–49)Oklahoma City, Oklahoma, U.S.",Democratic,Jessica
Chris Brooks,"1972 (age 45–46)Las Vegas, Nevada",Democratic,Michelle White
Francis K. Brooks,"May 24, 1943 (age 75)Washington, DC",Democratic,Eunice W. Williams
Michele Brooks,None,Republican,Guy Brooks
Mo Brooks,"Morris Jackson Brooks Jr.April 29, 1954 (age 64)Charleston, South Carolina, U.S.",Republican,Martha Jenkins (m. 1976)
Susan Brooks,"Susan WiantAugust 25, 1960 (age 58)Fort Wayne, Indiana, U.S.",Republican,David Brooks
Greg Brophy,"September 6, 1966 (age 52)Holyoke, Colorado, U.S.",Republican,Angela Brophy
James D. Brosnahan,"July 5, 1963 (age 55)Evergreen Park, Illinois",Democratic,Janet
William P. Brough,"October 15, 1966 (age 52)Middletown, Connecticut",Republican,Michelle Brough
Paul Broun,"Paul Collins Broun Jr.May 14, 1946 (age 72)Atlanta, Georgia, U.S.",Republican,Niki Broun (3 previous)
Timi Brown-Powers,"1967 (age 50–51)Beale Air Force BaseYuba County, California, U.S.",Democratic,Tim
Ginny Brown-Waite,"October 5, 1943 (age 75)Albany, New York, U.S.",Republican,Daniel Brown (Divorced)Harvey Waite (Deceased)
Aja Brown,"Aja Lena ClinkscaleApril 17, 1982 (age 36)Altadena, California U.S.",Democratic,Van Brown (m. 2003)
Anthony Brown,"Anthony Gregory BrownNovember 21, 1961 (age 57)Huntington, New York, U.S.",Democratic,Patricia Arzuaga(m. 1993; div. 2009)Karmen Walker Bailey (m. 2012)
Betty J. Brown,"August 20, 1939 (age 79)",Republican,Ronald George Brown
Bill Brown,"August 21, 1944 (age 74)Henryetta, Oklahoma, U.S.",Republican,Linda Brown
Byron Brown,"Byron William BrownSeptember 24, 1958 (age 60)New York City, New York, U.S.",Democratic,Michelle Austin
Cecil Brown,"June 22, 1944 (age 74)Meridian, Mississippi",Democratic,Nancy
Chad Michael Brown,February 1970Place of birth missing,Democratic,Hayley Mendoza Brown
Charlie Brown,"March 8, 1938 (age 80)Williston, South Carolina",Democratic,Angela
Chris M. Brown,"August 3, 1964 (age 54)Atlantic City, New Jersey",Republican,Christine
Cloria Brown,"May 29, 1942Manila, Arkansas",Republican,Frank Brown
Dan W. Brown,"December 22, 1950 (age 68)Solo, Missouri, U.S.",Republican,Kathy
Dave Brown,"June 26, 1961 (age 57)Mount Auburn-La-Porte City, Iowa",Republican Party of Minnesota,Deb
Derek Brown,"Derek Edwin BrownMay 26, 1971 (age 47)Utah, U.S.",Republican,Emilie De Azevedo Brown
Grady Brown,"Grady Allen BrownMay 1, 1944 (age 74)",Democratic,Laura Annette Webster (m. 1971)
Henry Brown Jr.,"December 20, 1935 (age 83)Bishopville, South Carolina, U.S.",Republican,Winifred Brown
Jerry Brown,"Edmund Gerald Brown Jr.April 7, 1938 (age 80)San Francisco, California, U.S.",Democratic,Anne Gust (m. 2005)
Karilyn Mae Boggan Brown,"September 19, 1947 (age 71)Cape Girardeau, Missouri, USA",Republican,Not first marriage: Lawrence Brown
Kate Brown,"Katherine BrownJune 21, 1960 (age 58)Torrejón de Ardoz, Community of Madrid, Spain",Democratic,Dan Little
Elizabeth Brown,None,Republican,Steve
Robin Brown,"April 22, 1961 (age 57)",Minnesota Democratic-Farmer-Labor Party,"Joseph Eugene Brown, Senior"
Rosemary Brown,"November 20, 1970 (age 48)",Republican,Joe
Scott Brown,"Scott Philip BrownSeptember 12, 1959 (age 59)Kittery, Maine, U.S.",Republican,Gail Huff (m. 1986)
Sherrod Brown,"Sherrod Campbell BrownNovember 9, 1952 (age 66)Mansfield, Ohio, U.S.",Democratic,Larke Ummel(m. 1979; div. 1987)Connie Schultz (m. 2004)[1]
Taylor Brown,"Sand Springs, Montana, U.S.",Republican,Shannon Brown
Terry Ralph Brown,"August 20, 1946Place of birth missing",Independent,Lou Altazan Brown (married c. 1988)
Terry Brown,"Terry Wayne BrownMarch 14, 1950Columbus, Mississippi, U.S.",Republican (1989–2014)Democratic (1987–1989),Andra Dobbel
Tim Brown,"May 29, 1956 (age 62)Bloomington, Illinois",Republican,Jane
Troy Earl Brown,"August 22, 1971 (aged 45)NapoleonvilleAssumption ParishLouisiana, USA",Democratic,Toni B. Brown
Walt Brown,"Walter Frederick BrownJuly 28, 1926 (age 92)Los Angeles, California, United States",Progressive,Barbara May Porter Stahmann (1950–99)Beverly Lois Isbell (2007–present)
Willie Brown,"Willie Lewis Brown Jr.March 20, 1934 (age 84)Mineola, Texas, U.S.",Democratic,Blanche Vitero (Separated)
Sam Brownback,"Samuel Dale BrownbackSeptember 12, 1956 (age 62)Garnett, Kansas, U.S.",Republican,Mary Stauffer (m. 1982)
Harry Browne,"Harry Edson BrowneJune 17, 1933New York City, New York, U.S.",Libertarian,Pamela Lanier Wolfe
Patrick M. Browne,"December 8, 1963 (age 55)Allentown, Pennsylvania",Republican,Heather Browne
Nickey Browning,"Nickey Reed BrowningJuly 19, 1951 (age 67)Pontotoc, Mississippi, U.S.",Republican (2013–present)Democratic (1995–2013),Brenda Smithey
Richard Browning,"November 14, 1952 (age 66)Mallory, West Virginia, United States",Democratic Party,Delores Cook
Michelle F. Brownlee,None,Democratic,John
Doug Broxson,"March 10, 1949 (age 69)Pensacola, Florida",Republican,Mary
Terry Bruce,"March 5, 1975 (age 43)[1]",Republican,Sarah Bruce
RepresentativeDavid Brumbaugh,"December 2, 1960Abington, Pennsylvania, U.S.",Republican,Shelley Brumbaugh
Charles M. Brunner,"April 15, 1952 (age 66)Bay City, Michigan",Democratic,Judy
Scott Bruun,"May 3, 1966 (age 52)Portland, Oregon",Republican,Alison
Barbara Bry,None,Democratic,Neil Senturia
"Robert (""Rob"") P. Bryan III","Robert P. Bryan IIIJune 4, 1971 (age 47)Raleigh, North Carolina, U.S.",Republican,Dottie Bryan
Bruce Bryant,"November 21, 1961 (age 57)Canton, Maine",Democrat,Divorced
Kevin Bryant,"February 19, 1967 (age 51)Anderson, South Carolina,U.S.",Republican,Ann Barinowski (m. 1989)
Phil Bryant,"Dewey Phillip BryantDecember 9, 1954 (age 64)Moorhead, Mississippi, U.S.",Republican,Deborah Hays
Preston Bryant,"Larry Preston Bryant, Jr.June 5, 1964 (age 54)Lynchburg, Virginia, U.S.",Republican,Elizabeth Southworth Walker
Terri Bryant,"March 31, 1963 (age 55)",Republican,Rick Bryant
Kathy Brynaert,"July 15, 1944 (age 74)Detroit, Michigan",Minnesota Democratic–Farmer–Labor Party,Tony Filipovitch
Anthony Bucco,"February 24, 1938 (age 80)",Republican,Helen Jayne (m. 1959)
Anthony M. Bucco,"April 12, 1962 (age 56)Boonton, New Jersey",Republican,Amy Bucco
Bob Buch,"July 24, 1949 (age 69)Fond du Lac, Wisconsin",Democratic,Marcy
Vern Buchanan,"Vernon Gale BuchananMay 8, 1951 (age 67)Detroit, Michigan, U.S.",Republican,Sandy Buchanan (m. 1976)
Susan Bucher,"October 27, 1958 (age 60)Escondido, California",Democratic Party,Richard Bucher
James R. Buck,"July 30, 1945 (age 73)Logansport, Indiana",Republican,Judy
Ken Buck,"Kenneth Robert BuckFebruary 16, 1959 (age 59)Ossining, New York, U.S.",Republican,Perry Buck (m. 1996)
Perry Buck,None,Republican,Ken Buck (1996–present)
Bob Buckhorn,"Robert Francis Buckhorn Jr.July 29, 1958 (age 60)Evanston, Illinois, U.S.",Democratic,Catherine Lynch
Dawn Buckingham,1967/1968 (age 50–51)[1],Republican,Edward Buckingham
Peter Buckley,"May 10, 1957 (age 61)San Francisco",Democratic,Joan Langley
Janet Buckner,None,Democratic,John Buckner
Larry Bucshon,"Larry Dean BucshonMay 31, 1962 (age 56)Taylorville, Illinois, U.S.",Republican,Kathryn Bucshon
Ted Budd,"October 21, 1971 (age 47)Winston-Salem, North Carolina, U.S.",Republican,Amy Kate
Ann Marie Buerkle,"Ann Marie ColellaMay 8, 1951 (age 67)Auburn, New York",RepublicanConservative Party of New York,August R. Buerkle (m. 1972-1997)[1]
Mark Buesgens,"May 14, 1961Shakopee, Minnesota",Republican Party of Minnesota,Sara
Angie Buhl-O'Donnell,"January 19, 1985 (age 33)Aberdeen, South Dakota",Democratic,Jacob O'Donnell
Donna Bullock,None,Democratic,"Otis L. Bullock, Jr."
Steve Bullock,"Stephen Clark BullockApril 11, 1966 (age 52)Missoula, Montana, U.S.",Democratic,Lisa Downs (m. 1999)
David Bulova,"May 6, 1969 (age 49)Fairfax, Virginia, U.S.",Democratic,Gretchen Marie Reimer
Sharon Bulova,"December 6, 1947 (age 71)",Democratic,Richard T. BulovaLouis G. DeFalaise
Suzanne Bump,"February 18, 1956 (age 62)Weymouth, Massachusetts, U.S.",Democratic,Paul McDevitt(m. 1980; died 2016)[1]
Julie Bunn,"November 23, 1957 (age 61)Pasadena, California",Minnesota Democratic-Farmer-Labor Party,Marlon Gunderson
Jim Bunning,"James Paul David BunningOctober 23, 1931Southgate, Kentucky, U.S.",Republican,Mary Theis (m. 1952)
Tom Burch,"July 19, 1931 (age 87)Louisville, Kentucky, U.S.",Democratic,Patty McDevitt
Danny Burgess,"June 1, 1986 (age 32)Zephyrhills, Florida",Republican,Courtney Anne Burgess
Michael C. Burgess,"Michael Clifton BurgessDecember 23, 1950 (age 68)Rochester, Minnesota, U.S.",Republican,Laura Burgess
Tim Burgess,"March 18, 1949 (age 69)Seattle, Washington, U.S.",Democratic,Joleen Burgess
Grant Burgoyne,"August 9, 1953 (age 65)Ketchikan, Alaska",Democratic,Christy Burgoyne
Doug Burgum,"August 1, 1956 (age 62)Arthur, North Dakota, U.S.",Republican,Kathryn Helgaas (m. 2016)Karen Stoker (divorced)
Edward M. Burke,"December 29, 1943 (age 74)Chicago, Illinois",Democratic,Anne M. Burke
Kelly Burke,None,Democratic,Terry
Cindy Burkett,"September 13, 1958 (age 60)Mesquite, Texas, U.S.",Republican,Mike Burkett
John Collins Burkhalter,"August 4, 1956 (age 62)Branson, Missouri, USA",Democratic,Penny Kay Cobb Burkhalter
Tony Burkley,None,Republican,Nancy[1]
Chuck Burley,"January 10, 1956 (age 62)Cleveland, Ohio[1]",Republican,Linda
Daniel J. Burling,"January 11, 1947 (age 71)[1]Batavia, New York[1]",Republican,Jean[1]
Eric Burlison,"October 2, 1976 (age 42)Springfield, Missouri",Republican,Angie Burlison
Darcy Burner,"November 12, 1970 (age 48)",Democratic Party,Jonathan S. Shapiro(m. 2015)Mike Burner(m. 1993; div. 2015)
David Burnett,None,Democratic,Sonja Burnett
"Walter Burnett, Jr.","August 16, 1963 (age 55)Illinois Medical District",Democratic,Darlena Burnett (m. 1991)
Conrad Burns,"Conrad Ray BurnsJanuary 25, 1935Gallatin, Missouri, U.S.",Republican,Phyllis Kuhlmann
DeWayne Christopher Burns,"June 22, 1972 (age 46)Corpus Christi, Texas",Republican,Jennifer Ormsby Burns (married 1995)
Richard Burr,"Richard Mauze BurrNovember 30, 1955 (age 63)Charlottesville, Virginia, U.S.",Republican,Brooke Fauth (m. 1984)
Sean Burrage,"April 20, 1968 (age 50)Durant, Oklahoma",Democratic,Carole Burrage
Roland Burris,"Roland Wallace BurrisAugust 3, 1937 (age 81)Centralia, Illinois, U.S.",Democratic,Berlean Miller
Tom Burroughs,"November 21, 1954 (age 64)Kansas City, KS",Democratic,Cathie
Dustin Ray Burrows,"November 14, 1978 (age 40)Lubbock, Texas, USA",Republican,Elisabeth Hause Burrows
Colleen Burton,"April 19, 1958 (age 60)Heidelberg, Germany",Republican,"Jonathan ""Brad"" Burton"
Dan Burton,"Danny Lee BurtonJune 21, 1938 (age 80)Indianapolis, Indiana, U.S.",Republican,Barbara Logan (Deceased 2002)Samia Tawil (m. 2006)
Konni Burton,"April 15, 1963 (age 55)Kerrville, Texas, USA",Republican,Phil Burton
Terry Burton,"Terry Clark BurtonJanuary 31, 1956 (age 62)Philadelphia, Mississippi, U.S.",Democratic (1988–2002)Republican (2002–present),Darleen Allday
Woody Burton,"June 11, 1945 (age 73)Indianapolis, Indiana",Republican,Volly
Sylvia Mathews Burwell,"Sylvia Mary MathewsJune 23, 1965 (age 53)Hinton, West Virginia, U.S.",Democratic,Stephen Burwell
Joe Buscaino,None,Democratic,Geralyn Buscaino
Michael E. Busch,"Michael Erin BuschJanuary 4, 1947 (age 71)Baltimore, Maryland, U.S.",Democratic,Cynthia Abbott
George W. Bush,"George Walker BushJuly 6, 1946 (age 72)New Haven, Connecticut, U.S.",Republican,Laura Welch (m. 1977)
Jeb Bush,"John Ellis BushFebruary 11, 1953 (age 65)Midland, Texas, U.S.",Republican,Columba Garnica Gallo (m. 1974)
Paul Bussman,"December 7, 1956 (age 62)New Orleans, Louisiana",Republican,Holly O'Connor Bussman
Cruz Bustamante,"Cruz Miguel BustamanteJanuary 4, 1953 (age 65)Dinuba, California, U.S.",Democratic,Arcelia
Cheri Bustos,"Cheryl Lea CallahanOctober 17, 1961 (age 57)Springfield, Illinois, U.S.",Democratic,Gerry Bustos
Jim Butler,"May 10, 1973 (age 45)Cincinnati, Ohio, U.S.",Republican,Melissa
Marc W. Butler,"January 21, 1952 (age 66)[1]Herkimer, New York[1]",Republican,Susan[2]
Tim Butler,"March 20, 1967 (age 51)",Republican,Wendy
R. Thomas Butler,"April 25, 1946 (age 72)[1]Ontario, Oregon",Republican,Darlene
Sheila Keckler Butt,"November 20, 1951 (age 67)Rockford, Illinois",Republican,Stan R. Butt
Chris Buttars,"April 1, 1942Logan, Utah, U.S.",Republican,Helen
G. K. Butterfield,"George Kenneth Butterfield Jr.April 27, 1947 (age 71)Wilson, North Carolina, U.S.",Democratic,Jean Farmer(m. 1971; div. 1991)
Pete Buttigieg,"Peter Paul Montgomery ButtigiegJanuary 19, 1982 (age 36)South Bend, Indiana, U.S.",Democratic,Chasten Glezman (m. 2018)
Angie Chen Button,"February 9, 1954 (age 64)Taipei, Taiwan",Republican,Darcy Glen Button
Steve Buyer,"November 26, 1958 (age 60)Rensselaer, Indiana",Republican,Joni Buyer
Beth Bye,"Greenwich, Connecticut",Democratic,Tracey Wilson (m. 2006)
G. T. Bynum,"George Theron Bynum IVAugust 28, 1977 (age 41)Tulsa, Oklahoma, U.S.",Republican,Susan
Larry Byrd,"August 1, 1948 (age 70)Hattiesburg, Mississippi, U.S.",Republican,Karen Devereaux
Bradley Byrne,"Bradley Roberts ByrneFebruary 16, 1955 (age 63)Mobile, Alabama, U.S.",Democratic (Before 1997)Republican (1997–present),Rebecca Dukes (m. 1982)[1]
Kevin Byrne,"1984Carmel, NY",Republican,Briana Messina
Leslie Byrne,"Leslie Larkin BeckOctober 27, 1946 (age 72)Salt Lake City, Utah, U.S.",Democratic,Larry Byrne
Josh Byrnes,"April 18, 1974 (age 44)Oelwein, Iowa, U.S.",Republican,Colleen
Pam Byrnes,"June 25, 1947 (age 71)",Democratic,Kent Brown
Kathy Byron,"September 5, 1953 (age 65)Abingdon, Pennsylvania",Republican,John T. Byron
Barbara Anne Byrum,"November 10, 1977 (age 41)St. Louis, Missouri",Democratic,Brad Delaney
Dianne Yvonne Byrum,"March 18, 1954 (age 64)Jackson, Michigan",Democratic,James Byrum
Anna Caballero,"April 18, 1955 (age 63)Arizona",Democratic,Juan Uranga
Fernando Cabrera,"April 18, 1964 (age 54)The Bronx, New York",Democratic,Elvia Cabrera
Bill Cadman,"October 4, 1960 (age 58)Hollywood, Maryland, U.S.",Republican,Lisa
Casey Cagle,"Lowell Stacy CagleJanuary 12, 1966 (age 52)Gainesville, Georgia, U.S.",Republican,Nita Cagle
Tim Cahill,"Timothy Patrick Cahill[1]December 1, 1958 (age 60)Norwood, Massachusetts, U.S.",Independent (2009–present),Tina Cahill
Briscoe Cain,December 1984,Republican,Bergundi
Emily Cain,"Emily Ann CainMarch 29, 1980 (age 38)Louisville, Kentucky, U.S.",Democratic,Daniel Williams
Erwin Alfred Cain,"March 15, 1960 (age 58)",Republican,Hope Hunter Cain
Herman Cain,"December 13, 1945 (age 73)Memphis, Tennessee, U.S.",Republican,Gloria Cain (m. 1968)[1]
Charles Calderon,"March 12, 1950 (age 68)Montebello, California",Democratic,Lisa Calderon
Ian Calderon,"October 19, 1985 (age 33)Whittier, California, U.S.",Democratic,Elise
Ronald Calderon,"August 12, 1957 (age 61)Montebello, California",Democratic,Ana Calderon; 2 children
Kirk Caldwell,"September 4, 1952 (age 66)Waipahu, Hawaii, U.S.",Democratic,Donna Tanoue
Michael Caldwell,"August 26, 1989 (age 29)",Republican Party,Katie Caldwell
Ron Caldwell,1951Place of birth missing,Republican,Brenda C. Caldwell
Sonny Callahan,"September 11, 1932 (age 86)Mobile, Alabama, U.S.",Republican,Karen Reed
Vince Callahan,"Vincent Francis Callahan Jr.October 30, 1931Washington, D.C., U.S.",Republican,Dorothy BudgeYvonne Weight
"William Anthony ""Bill"" Callegari, Sr.","September 23, 1941 (age 77)Cottonport, Avoyelles ParishLouisiana, USA",Republican,Ann Callegari
Brian Calley,"March 25, 1977 (age 41)Dearborn, Michigan, U.S.",Republican,Julie Calley
Ann Callis,"August 28, 1964Granite City, Illinois",Democratic,Robert Rongey (Divorced)[1] Jim Halloran
"Mike Callton, D.C.",None,Republican,Shelly Callton
Eddie Calvo,"Edward Jerome Baza CalvoAugust 29, 1961 (age 57)Tamuning, Guam, U.S.",Republican,Christine Lujan Sonido (m. 1987)
Karim Camara,"June 3, 1971 (age 47)[1]Crown Heights, Brooklyn[2]",Democratic,Orelia Merchant Camara[3]
Peter Camejo,"Peter Miguel Camejo GuancheDecember 31, 1939New York City, New York, U.S.",Socialist Workers (before 1980)Green (2002–2004; 2006–2008)Reform (2004–2006),Morella Camejo
Kevin Cameron,c. 1958 (age 59–60)California,Republican,Judy
Dave Camp,"David Lee CampJuly 9, 1953 (age 65)Midland, Michigan, U.S.",Republican,Nancy Camp
Ben Campbell,"Benny CampbellApril 13, 1933 (age 85)Auburn, California, U.S.",Democratic (before 1995)Republican (1995–present),Linda Price
Donna Campbell,"Donna Sue BurrowsSeptember 17, 1954 (age 64)San Diego, California, U.S.",Republican,Stan Campbell
Jeffrey L. Campbell,"September 17, 1966 (age 52)Smyth County, Virginia",Republican,Carie Michelle Hammond
John Campbell,"John Bayard Taylor Campbell IIIJuly 19, 1955 (age 63)Los Angeles, California, U.S.",Republican,Catherine Campbell
John Campbell,"March 3, 1954 (age 64)New Hyde Park, New York, U.S.",Democratic,Kathleen
Larry Campbell,"May 17, 1955 (age 63)Olathe, Kansas, U.S.",Republican,Gigi
Paul G. Campbell Jr.,"July 10, 1946 (age 72)West Jefferson, North Carolina",Republican,Vicki Garner Campbell
Tom Campbell,"Thomas John CampbellAugust 14, 1952 (age 66)Chicago, Illinois, U.S.",Independent (since 2016)Republican (until 2016),Susanne Campbell
Tom Campbell,"Thomas Scott CampbellFebruary 14, 1959 (age 59)Grafton, North Dakota, U.S.",Republican,Lori Campbell
Brian Campion,"December 11, 1970 (age 48)Albany, New York, U.S.",Democratic,Eric Hatch
David Campos,"September 28, 1970 (age 48)Puerto Barrios, Guatemala",Democratic,Phil Hwang
Nora Campos,"1963 (age 54–55)[1]San Jose, California, U.S.",Democratic,Neil Struthers
Chip Campsen,"George E. Campsen IIIMarch 30, 1959 (age 59)Charleston, South Carolina",Republican,Lalla Lee
Terry Canales,"January 1, 1979 (age 39)Edinburg, Texas, United States",Democratic,Erica
Alice Cancel,"Mayagüez, Puerto Rico",Democratic,John Quinn
Rudolph C. Cane,"May 23, 1934 (age 84)Marion, Maryland, United States",Democratic,Louella Fitchett Cane
Edward J. CanfieldD.O.,"November 6, 1955 (age 63)Howell, Michigan",Republican,Cheryl
Anthony Cannella,"Anthony Joseph CannellaMarch 22, 1969 (age 49)[1]New Idria, California",Republican,Julie Cannella
Nicole Cannizzaro,"1983 (age 34–35)Las Vegas, Nevada, United States",Democratic,Nate
Ben Cannon,"1976Springfield, Illinois",Democratic,Liz Cannon
Chris Cannon,"October 20, 1950 (age 68)Salt Lake City, Utah",Republican,Claudia Ann Fox
Patrick Cannon,"November 27, 1966 (age 52)",Democratic,Trenna Cannon[1]
Quico Canseco,"Francisco Raul CansecoJuly 30, 1949 (age 69)Laredo, Texas, U.S.",Republican,Gloria Canseco
Eric Cantor,"Eric Ivan CantorJune 6, 1963 (age 55)Richmond, Virginia, U.S.",Republican,Diana Fine
LaToya Cantrell,"April 3, 1972 (age 46)Los Angeles, California, U.S.",Democratic,Jason Cantrell
Wes Cantrell,"1960/1961Augusta, Georgia",Republican,Jane
Jim Cantwell,"October 25, 1966 (age 52)Marshfield, Massachusetts",Democratic,Jennifer
Joseph Cao,"Cao Quang ÁnhMarch 13, 1967 (age 51)Saigon, South Vietnam",Republican,Kate Hoang
Shelley Moore Capito,"Shelley Wellons MooreNovember 26, 1953 (age 65)Glen Dale, West Virginia, U.S.",Republican,Charles Capito
James Cappleman,"October 26, 1952 (age 66)Temple, Texas",Democratic,Richard Thale
Lois Capps,"Lois Ragnhild GrimsrudJanuary 10, 1938 (age 80)Ladysmith, Wisconsin, U.S.",Democratic,Walter Capps(m. 1960; died 1997)
